Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 65.0.3325.181,,2018-03-27 10:28:29,2018-03-27 10:28:30,0.229s,PASSED
Statement - firstName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/firstName),Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:30,0.004s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:30,0.235s,PASSED
Statement - lastName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/lastName),Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:30,0.004s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:30,0.290s,PASSED
Statement - email = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/email),Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:30,0.003s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:30,2018-03-27 10:28:31,0.988s,PASSED
Statement - affiliation = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/affiliation),Chrome 65.0.3325.181,,2018-03-27 10:28:31,2018-03-27 10:28:31,0.005s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:31,2018-03-27 10:28:31,0.337s,PASSED
Statement - country = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/country),Chrome 65.0.3325.181,,2018-03-27 10:28:31,2018-03-27 10:28:31,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:31,2018-03-27 10:28:32,0.189s,PASSED
Statement - countryOption = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/countryOption),Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:32,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:32,0.148s,PASSED
Statement - SaveButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/Save),Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:32,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:32,0.186s,PASSED
Statement - submittingAuthor = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/submittingAuthor),Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:32,0.007s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-27 10:28:32,2018-03-27 10:28:33,1.066s,PASSED
Statement - noButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/no),Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.099s,PASSED
Statement - NextButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/Next),Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.203s,PASSED
Statement - attachFile = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptFilesUpload/attachManuscript),Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.004s,PASSED
Statement - submitManuscript = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptFilesUpload/submitManuscript),Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.007s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.093s,PASSED
Statement - goToDashboard = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Resume/goToDashboard),Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:33,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:33,2018-03-27 10:28:34,0.180s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-27 10:28:34,2018-03-27 10:28:34,0.135s,PASSED
,,,,,,
Test Cases/Resume Manuscript/Resume submission Redirect,Chrome 65.0.3325.181,,2018-03-27 10:28:34,2018-03-27 10:28:47,13.216s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-27 10:28:34,2018-03-27 10:28:35,0.828s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-27 10:28:35,2018-03-27 10:28:41,6.450s,PASSED
Statement - username = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/username),Chrome 65.0.3325.181,,2018-03-27 10:28:41,2018-03-27 10:28:41,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:41,2018-03-27 10:28:41,0.093s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:41,2018-03-27 10:28:42,0.205s,PASSED
Statement - password = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/password),Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.080s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.190s,PASSED
Statement - loginButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/login),Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.098s,PASSED
Statement - resumeSubmission = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Resume/resumeSubmission),Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:42,0.005s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:42,2018-03-27 10:28:46,3.828s,PASSED
Statement - cancel = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/journalAndFieldSelection/Cancel),Chrome 65.0.3325.181,,2018-03-27 10:28:46,2018-03-27 10:28:46,0.007s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 10:28:46,2018-03-27 10:28:47,1.106s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:28:47,2018-03-27 10:28:47,0.119s,PASSED
