Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - Next = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/preSubmissionChecklist/Next),Chrome 65.0.3325.181,,2018-03-27 10:31:41,2018-03-27 10:31:41,0.008s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:41,2018-03-27 10:31:41,0.291s,PASSED
Statement - manuscriptTitle = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/manuscriptTitle),Chrome 65.0.3325.181,,2018-03-27 10:31:41,2018-03-27 10:31:41,0.008s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:41,2018-03-27 10:31:41,0.107s,PASSED
sendKeys,Chrome 65.0.3325.181,,2018-03-27 10:31:41,2018-03-27 10:31:42,0.269s,PASSED
Statement - manuscriptType = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/manuscriptType),Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.116s,PASSED
Statement - research = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/Research),Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.136s,PASSED
Statement - abstractField = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/abstractField),Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.114s,PASSED
sendKeys,Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.462s,PASSED
Statement - addAuthor = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/addAuthor),Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:42,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:42,2018-03-27 10:31:43,0.220s,PASSED
Statement - firstName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/firstName),Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:43,0.004s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:43,0.229s,PASSED
Statement - lastName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/lastName),Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:43,0.003s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:43,0.286s,PASSED
Statement - email = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/email),Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:43,0.003s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:43,2018-03-27 10:31:44,0.962s,PASSED
Statement - affiliation = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/affiliation),Chrome 65.0.3325.181,,2018-03-27 10:31:44,2018-03-27 10:31:44,0.003s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:44,2018-03-27 10:31:45,0.357s,PASSED
Statement - country = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/country),Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.202s,PASSED
Statement - countryOption = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/countryOption),Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.147s,PASSED
Statement - SaveButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/Save),Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.193s,PASSED
Statement - submittingAuthor = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/submittingAuthor),Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:45,0.009s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-27 10:31:45,2018-03-27 10:31:46,1.072s,PASSED
Statement - noButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/no),Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.100s,PASSED
Statement - NextButton = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptAuthorsDetails/Next),Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.205s,PASSED
Statement - attachFile = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptFilesUpload/attachManuscript),Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.003s,PASSED
Statement - submitManuscript = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewManuscript/manuscriptFilesUpload/submitManuscript),Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:46,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:46,2018-03-27 10:31:47,0.096s,PASSED
Statement - goToDashboard = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Resume/goToDashboard),Chrome 65.0.3325.181,,2018-03-27 10:31:47,2018-03-27 10:31:47,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:47,2018-03-27 10:31:47,0.167s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-27 10:31:47,2018-03-27 10:31:47,0.135s,PASSED
,,,,,,
Test Cases/Edit a new user/Edit new user,Chrome 65.0.3325.181,,2018-03-27 10:31:47,2018-03-27 10:31:59,12.575s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-27 10:31:47,2018-03-27 10:31:48,0.897s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-27 10:31:48,2018-03-27 10:31:53,4.739s,PASSED
Statement - username = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/username),Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.140s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.184s,PASSED
Statement - password = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/password),Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.087s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.212s,PASSED
Statement - login = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SignIn/login),Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.096s,PASSED
Statement - admin = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewUser/adminButton),Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:53,0.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:53,2018-03-27 10:31:56,2.131s,PASSED
Statement - adminDashboard = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewUser/adminDashboard),Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:56,0.005s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:56,0.127s,PASSED
Statement - users = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(NewUser/users),Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:56,0.005s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:56,0.098s,PASSED
Statement - admin = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/td_user),Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:56,0.012s,PASSED
mouseOver,Chrome 65.0.3325.181,,2018-03-27 10:31:56,2018-03-27 10:31:57,1.138s,PASSED
waitForElementVisible,Chrome 65.0.3325.181,,2018-03-27 10:31:57,2018-03-27 10:31:57,0.044s,PASSED
Statement - edit = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/a_Edit),Chrome 65.0.3325.181,,2018-03-27 10:31:57,2018-03-27 10:31:57,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:57,2018-03-27 10:31:57,0.124s,PASSED
Statement - firstName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/firstName),Chrome 65.0.3325.181,,2018-03-27 10:31:57,2018-03-27 10:31:57,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:57,2018-03-27 10:31:58,1.104s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:58,2018-03-27 10:31:58,0.168s,PASSED
Statement - lastName = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/lastName),Chrome 65.0.3325.181,,2018-03-27 10:31:58,2018-03-27 10:31:58,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:58,2018-03-27 10:31:59,0.095s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.188s,PASSED
Statement - affiliation = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/affiliation),Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.007s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.071s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.239s,PASSED
Statement - title = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/titleDropDown),Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.094s,PASSED
Statement - professor = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/Professor),Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.112s,PASSED
Statement - editorInChief = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/editorInChief),Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.003s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.101s,PASSED
Statement - save = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(EditUser/save),Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.004s,PASSED
click,Chrome 65.0.3325.181,,2018-03-27 10:31:59,2018-03-27 10:31:59,0.107s,PASSED
